project_view_add,project setup,t3,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=129}]','obj':[{'GENERATED_KEY':129}]}",post
project_view_add,project setup,t3,'request success',post
createProjectInITM3,project setup,t3,{'window.projectHasCreated':false},pre
project_view_add,project setup,t3,{'API':'/WSG/view/add'},pre
createProjectInITM3,project setup,t3,{'API':'/WSG/project/add'},pre
project_view_add,project setup,t3,'request success',post
add_project_author,project setup,t3,"{'database':'localdb','token':'20171029163219826664','projectid':28,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",pre
add_project_author,project setup,t3,"{'projectId':28,'authorId':'57c067ec2057905c290083c9'}",pre
createProjectInITM3,project setup,t3,'request success',post
add_project_author,project setup,t3,{'API':'/WSG/project/member/add/byauthor'},pre
add_project_author,project setup,t3,"{'database':'localdb','token':'20171029163219826664','projectid':28,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",pre
add_project_author,project setup,t3,"{'projectId':28,'authorId':'57c067ec2057905c290083c9'}",pre
add_project_author,project setup,t3,{'API':'/WSG/project/member/add/byauthor'},pre
create_a_public_wondering_area,project setup,t3,{'project_id':28},pre
create_a_public_wondering_area,project setup,t3,"{'database':'localdb','token':'20171029163219826664','logo':'','wname':'Open area','authorid':'57c067ec2057905c290083c9','wcreatetime':'2018-08-10T01:22:11.805Z','wstatus':'accepted','keywords':'','overarchingquestions':'','whyimportant':''}",pre
project_view_add,project setup,t3,"{'window.createProject':true,'window.createViewInKF':true,'window.createdViewId':'5b6ce8c4554fb5662cc31e7e'}",pre
project_view_add,project setup,t3,"{'database':'localdb','token':'20171029163219826664','pid':28,'kf_view_id':'5b6ce8c4554fb5662cc31e7e'}",pre
project_view_add,project setup,t3,{'API':'/WSG/project/view/add'},pre
project_view_add,project setup,t3,"{'window.createProject':true,'window.projectHasCreated':true,'window.createdProjectId':28}",post
project_view_add,project setup,t3,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=28}]','obj':[{'GENERATED_KEY':28}]}",post
project_view_add,project setup,t3,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=43}]','obj':[{'GENERATED_KEY':43}]}",post
project_wondering,project setup,t3,"{'database':'localdb','token':'20171029163219826664','pid':28,'areaid':43}",pre
project_wondering,project setup,t3,"{'project_id':28,'wid':43}",pre
creat_a_public_thread,project setup,t3,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
creat_a_public_thread,project setup,t3,"{'database':'localdb','token':'20171029163219826664','thread_focus':'Open talk','authorid':'57c067ec2057905c290083c9','createtime':'2018-08-10T01:22:12.576Z','keywords':'','resource':''}",pre
creat_a_public_thread,project setup,t3,"{'pid':28,'wid':43}",pre
project_view_add,project setup,t3,'/WSG/wondering_area/add',post
creat_a_public_thread,project setup,t3,'request success',post
creat_a_public_thread,project setup,t3,"{'code':'failure','desc':'Operation fails:[database]:localdb
[query]:insert into project_wondering_area(project_id,area_id) values(28,43)','obj':null}",post
creat_a_public_thread,project setup,t3,'/WSG/project/wondering/add',post
creat_a_public_thread,project setup,t3,'/WSG/thread/add',post
thread_project,project setup,t3,"{'database':'localdb','token':'20171029163219826664','projectid':28,'authorid':'57c067ec2057905c290083c9','threadid':104,'keywords':''}",pre
thread_project,project setup,t3,"{'tid':104,'pid':28}",pre
thread_wondering,project setup,t3,"{'database':'localdb','token':'20171029163219826664','threadid':104,'areaid':43}",pre
thread_wondering,project setup,t3,'/WSG/thread/wondering/add',post
thread_view,project setup,t3,"{'tid':104,'vid':'5b6ce8c4554fb5662cc31e7e'}",pre
thread_wondering,project setup,t3,"{'tid':104,'wid':43}",pre
creat_a_public_thread,project setup,t3,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=104}]','obj':[{'GENERATED_KEY':104}]}",post
thread_view,project setup,t3,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=87}]','obj':[{'GENERATED_KEY':87}]}",post
thread_view,project setup,t3,'/WSG/project/thread/add',post
thread_view,project setup,t3,'/WSG/thread_view/add',post
thread_view,project setup,t3,"{'database':'localdb','token':'20171029163219826664','tid':104,'vid':'5b6ce8c4554fb5662cc31e7e'}",pre
thread_view,project setup,t3,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=69}]','obj':[{'GENERATED_KEY':69}]}",post
initPage,openedit,t3,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
initPage,openedit,t3,"'[null,null,null,{'id':3,'access_code_read_only':'V','access_code_read_write':'S','access_code_manage':'T','title':'5G Environment','logo':'/IFS/resources/data/201711071511579201711010924317eco.jpeg','goal':'Why pollution','school_year_from':'2013/1','sch",pre
initPage,openedit,t3,'HTML DOM operation',post
initGrades,project setup,t4,"{'grade':[{'id':1,'title':'k'},{'id':2,'title':'1'},{'id':3,'title':'2'},{'id':4,'title':'3'},{'id':5,'title':'4'},{'id':6,'title':'5'},{'id':7,'title':'6'},{'id':8,'title':'7'},{'id':9,'title':'8'},{'id':10,'title':'9'},{'id':11,'title':'10'},{'id':12,'t",pre
initGrades,project setup,t4,'HTML DOM Operation',post
initArea,project setup,t4,"[{'id':1,'name':'Language Arts ','parent_id':0,'reference':null},{'id':2,'name':'Writing','parent_id':1,'reference':null},{'id':3,'name':'Reading ','parent_id':1,'reference':null},{'id':4,'name':'Speaking and Listening','parent_id':1,'reference':null},{'i",pre
initArea,project setup,t4,'HTML DOM Operation',post
initGrades,project setup,t4,'HTML DOM Operation',post
initGrades,project setup,t4,¨¤?±ì?,pre
createViewInKF,project setup,t4,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
createViewInKF,project setup,t4,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
createViewInKF,project setup,t4,"{'cid':'57c052ea2057905c29008319','title':'Test's ','aid':'57c067ec2057905c290083c9','window.projectHasCreated':false}",pre
createViewInKF,project setup,t4,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'-1','input1':'V'}",pre
createViewInKF,project setup,t4,"{'__v':0,'communityId':'57c052ea2057905c29008319','type':'View','__t':'KContribution','docShared':[],'createdBy':'','docId':'','_groupMembers':[],'authors':['57c067ec2057905c290083c9'],'permission':'public','status':'active','modified':'2018-08-10T01:23:0",post
createViewInKF,project setup,t4,"{'window.createViewInKF':true,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",post
createViewInKF,project setup,t4,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',post
getCommunityObject,project setup,t4,{'window.projectHasCreated':false},pre
getCommunityObject,project setup,t4,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':167,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",post
project_view_add,project setup,t4,'window.projectHasCreated is false',if
getCommunityObject,project setup,t4,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',post
project_view_add,project setup,t4,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",pre
project_view_add,project setup,t4,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':167,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",pre
project_view_add,project setup,t4,{'API':'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319'},pre
project_view_add,project setup,t4,'request success',post
project_view_add,project setup,t4,"{'database':'localdb','token':'20171029163219826664','title':'Test's ','viewid':'5b6ce8fa554fb5662cc31e80','authorid':'57c067ec2057905c290083c9','vcreatetime':'2018-08-10T01:23:05.988Z'}",pre
project_view_add,project setup,t4,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",pre
project_view_add,project setup,t4,{'API':'/WSG/view/add'},pre
project_view_add,project setup,t4,'request success',post
createProjectInITM3,project setup,t4,{'API':'/WSG/project/add'},pre
createProjectInITM3,project setup,t4,{'window.projectHasCreated':false},pre
project_view_add,project setup,t4,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=130}]','obj':[{'GENERATED_KEY':130}]}",post
add_project_author,project setup,t4,"{'database':'localdb','token':'20171029163219826664','projectid':29,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",pre
createProjectInITM3,project setup,t4,'request success',post
add_project_author,project setup,t4,"{'projectId':29,'authorId':'57c067ec2057905c290083c9'}",pre
add_project_author,project setup,t4,{'API':'/WSG/project/member/add/byauthor'},pre
add_project_author,project setup,t4,"{'database':'localdb','token':'20171029163219826664','projectid':29,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",pre
create_a_public_wondering_area,project setup,t4,{'project_id':29},pre
create_a_public_wondering_area,project setup,t4,"{'database':'localdb','token':'20171029163219826664','logo':'','wname':'Open area','authorid':'57c067ec2057905c290083c9','wcreatetime':'2018-08-10T01:23:06.351Z','wstatus':'accepted','keywords':'','overarchingquestions':'','whyimportant':''}",pre
add_project_author,project setup,t4,"{'projectId':29,'authorId':'57c067ec2057905c290083c9'}",pre
add_project_author,project setup,t4,{'API':'/WSG/project/member/add/byauthor'},pre
project_view_add,project setup,t4,"{'window.createProject':true,'window.createViewInKF':true,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",pre
project_view_add,project setup,t4,"{'database':'localdb','token':'20171029163219826664','pid':29,'kf_view_id':'5b6ce8fa554fb5662cc31e80'}",pre
project_view_add,project setup,t4,{'API':'/WSG/project/view/add'},pre
project_view_add,project setup,t4,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=29}]','obj':[{'GENERATED_KEY':29}]}",post
project_view_add,project setup,t4,"{'window.createProject':true,'window.projectHasCreated':true,'window.createdProjectId':29}",post
project_view_add,project setup,t4,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=44}]','obj':[{'GENERATED_KEY':44}]}",post
project_view_add,project setup,t4,'/WSG/wondering_area/add',post
project_wondering,project setup,t4,"{'database':'localdb','token':'20171029163219826664','pid':29,'areaid':44}",pre
creat_a_public_thread,project setup,t4,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
creat_a_public_thread,project setup,t4,"{'database':'localdb','token':'20171029163219826664','thread_focus':'Open talk','authorid':'57c067ec2057905c290083c9','createtime':'2018-08-10T01:23:06.785Z','keywords':'','resource':''}",pre
project_wondering,project setup,t4,"{'project_id':29,'wid':44}",pre
creat_a_public_thread,project setup,t4,"{'pid':29,'wid':44}",pre
creat_a_public_thread,project setup,t4,'request success',post
creat_a_public_thread,project setup,t4,"{'code':'failure','desc':'Operation fails:[database]:localdb
[query]:insert into project_wondering_area(project_id,area_id) values(29,44)','obj':null}",post
creat_a_public_thread,project setup,t4,'/WSG/project/wondering/add',post
creat_a_public_thread,project setup,t4,'/WSG/thread/add',post
thread_wondering,project setup,t4,"{'database':'localdb','token':'20171029163219826664','threadid':105,'areaid':44}",pre
creat_a_public_thread,project setup,t4,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=105}]','obj':[{'GENERATED_KEY':105}]}",post
thread_project,project setup,t4,"{'tid':105,'pid':29}",pre
thread_wondering,project setup,t4,'/WSG/thread/wondering/add',post
thread_project,project setup,t4,"{'database':'localdb','token':'20171029163219826664','projectid':29,'authorid':'57c067ec2057905c290083c9','threadid':105,'keywords':''}",pre
thread_view,project setup,t4,"{'tid':105,'vid':'5b6ce8fa554fb5662cc31e80'}",pre
thread_view,project setup,t4,"{'database':'localdb','token':'20171029163219826664','tid':105,'vid':'5b6ce8fa554fb5662cc31e80'}",pre
thread_wondering,project setup,t4,"{'tid':105,'wid':44}",pre
thread_view,project setup,t4,'/WSG/project/thread/add',post
thread_view,project setup,t4,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=88}]','obj':[{'GENERATED_KEY':88}]}",post
thread_view,project setup,t4,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=70}]','obj':[{'GENERATED_KEY':70}]}",post
thread_view,project setup,t4,'/WSG/thread_view/add',post
initPage,openedit,t4,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
initPage,openedit,t4,"'[null,null,null,{'id':3,'access_code_read_only':'V','access_code_read_write':'S','access_code_manage':'T','title':'5G Environment','logo':'/IFS/resources/data/201711071511579201711010924317eco.jpeg','goal':'Why pollution','school_year_from':'2013/1','sch",pre
initPage,openedit,t4,'HTML DOM operation',post
initArea,project setup,t5,"[{'id':1,'name':'Language Arts ','parent_id':0,'reference':null},{'id':2,'name':'Writing','parent_id':1,'reference':null},{'id':3,'name':'Reading ','parent_id':1,'reference':null},{'id':4,'name':'Speaking and Listening','parent_id':1,'reference':null},{'i",pre
initArea,project setup,t5,'HTML DOM Operation',post
initGrades,project setup,t5,"{'grade':[{'id':1,'title':'k'},{'id':2,'title':'1'},{'id':3,'title':'2'},{'id':4,'title':'3'},{'id':5,'title':'4'},{'id':6,'title':'5'},{'id':7,'title':'6'},{'id':8,'title':'7'},{'id':9,'title':'8'},{'id':10,'title':'9'},{'id':11,'title':'10'},{'id':12,'t",pre
initGrades,project setup,t5,'HTML DOM Operation',post
initGrades,project setup,t5,¨¤?±ì?,pre
initGrades,project setup,t5,'HTML DOM Operation',post
createViewInKF,project setup,t5,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
createViewInKF,project setup,t5,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
createViewInKF,project setup,t5,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'-1','input1':'V'}",pre
createViewInKF,project setup,t5,"{'window.createViewInKF':true,'window.createdViewId':'5b6ce914554fb5662cc31e82'}",post
createViewInKF,project setup,t5,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',post
getCommunityObject,project setup,t5,{'window.projectHasCreated':false},pre
getCommunityObject,project setup,t5,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',post
project_view_add,project setup,t5,'window.projectHasCreated is false',if
project_view_add,project setup,t5,{'API':'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319'},pre
project_view_add,project setup,t5,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':168,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",pre
getCommunityObject,project setup,t5,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':168,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",post
project_view_add,project setup,t5,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce914554fb5662cc31e82'}",pre
project_view_add,project setup,t5,'request success',post
project_view_add,project setup,t5,{'API':'/WSG/view/add'},pre
project_view_add,project setup,t5,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce914554fb5662cc31e82'}",pre
createViewInKF,project setup,t6,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
createViewInKF,project setup,t6,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",pre
createViewInKF,project setup,t6,"{'cid':'57c052ea2057905c29008319','title':'Tst','aid':'57c067ec2057905c290083c9','window.projectHasCreated':false}",pre
createViewInKF,project setup,t6,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'5b6ce914554fb5662cc31e82','input1':'V'}",pre
createViewInKF,project setup,t6,"{'window.createViewInKF':true,'window.createdViewId':'5b6ce931554fb5662cc31e8c'}",post
getCommunityObject,project setup,t6,{'window.projectHasCreated':false},pre
createViewInKF,project setup,t6,"{'__v':0,'communityId':'57c052ea2057905c29008319','type':'View','__t':'KContribution','docShared':[],'createdBy':'','docId':'','_groupMembers':[],'authors':['57c067ec2057905c290083c9'],'permission':'public','status':'active','modified':'2018-08-10T01:24:0",post
createViewInKF,project setup,t6,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',post
project_view_add,project setup,t6,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce931554fb5662cc31e8c'}",pre
project_view_add,project setup,t6,'window.projectHasCreated is false',if
project_view_add,project setup,t6,{'API':'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319'},pre
