188,"{'grade':[{'id':1,'title':'k'},{'id':2,'title':'1'},{'id':3,'title':'2'},{'id':4,'title':'3'},{'id':5,'title':'4'},{'id':6,'title':'5'},{'id':7,'title':'6'},{'id':8,'title':'7'},{'id':9,'title':'8'},{'id':10,'title':'9'},{'id':11,'title':'10'},{'id':12,'t",project setup,initGrades,pre,t2
189,"[{'id':1,'name':'Language Arts ','parent_id':0,'reference':null},{'id':2,'name':'Writing','parent_id':1,'reference':null},{'id':3,'name':'Reading ','parent_id':1,'reference':null},{'id':4,'name':'Speaking and Listening','parent_id':1,'reference':null},{'i",project setup,initArea,pre,t2
190,¨¤?±ì?,project setup,initGrades,pre,t2
191,'HTML DOM Operation',project setup,initGrades,post,t2
192,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'-1','input1':'V'}",project setup,createViewInKF,pre,t3
193,"{'localdb':'null','token':'null','community':'null','c_id':'null','type':'null','urname':'null','id':'null','itmdb':'null','domain':'null','school':'null','country':'null','city':'null','projectid':'null','kfurl':'null','kftoken':'null'}",project setup,createViewInKF,pre,t3
194,"{'localdb':'null','token':'null','community':'null','c_id':'null','type':'null','urname':'null','id':'null','itmdb':'null','domain':'null','school':'null','country':'null','city':'null','projectid':'null','kfurl':'null','kftoken':'null'}",project setup,createViewInKF,pre,t3
195,"{'window.projectHasCreated':false,'window.createdViewId':'-1'}",project setup,project_view_add,pre,t3
196,'window.projectHasCreated is false',project setup,project_view_add,if,t3
197,,project setup,project_view_add,pre,t3
198,{'API':'nullapi/communities/null'},project setup,project_view_add,pre,t3
199,{'API':'/WSG/project/add'},project setup,createProjectInITM3,pre,t3
200,"{'cid':'null','title':'','aid':'null','window.projectHasCreated':false}",project setup,createViewInKF,pre,t3
201,{'window.projectHasCreated':false},project setup,createProjectInITM3,pre,t3
202,"{'cid':'null','title':'asdfasdf'asdfasdf','aid':'null','window.projectHasCreated':false}",project setup,createViewInKF,pre,t4
203,"{'localdb':'null','token':'null','community':'null','c_id':'null','type':'null','urname':'null','id':'null','itmdb':'null','domain':'null','school':'null','country':'null','city':'null','projectid':'null','kfurl':'null','kftoken':'null'}",project setup,createViewInKF,pre,t4
204,"{'localdb':'null','token':'null','community':'null','c_id':'null','type':'null','urname':'null','id':'null','itmdb':'null','domain':'null','school':'null','country':'null','city':'null','projectid':'null','kfurl':'null','kftoken':'null'}",project setup,createViewInKF,pre,t4
205,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'-1','input1':'V'}",project setup,createViewInKF,pre,t4
206,{'API':'/WSG/project/add'},project setup,createProjectInITM3,pre,t4
207,"{'window.projectHasCreated':false,'window.createdViewId':'-1'}",project setup,project_view_add,pre,t4
208,'window.projectHasCreated is false',project setup,project_view_add,if,t4
209,{'window.projectHasCreated':false},project setup,createProjectInITM3,pre,t4
210,,project setup,project_view_add,pre,t4
211,{'API':'nullapi/communities/null'},project setup,project_view_add,pre,t4
280,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t3
281,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t3
282,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'-1','input1':'V'}",project setup,createViewInKF,pre,t3
283,"{'cid':'57c052ea2057905c29008319','title':'','aid':'57c067ec2057905c290083c9','window.projectHasCreated':false}",project setup,createViewInKF,pre,t3
284,"{'window.createViewInKF':true,'window.createdViewId':'5b6ce8c4554fb5662cc31e7e'}",project setup,createViewInKF,post,t3
285,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',project setup,createViewInKF,post,t3
286,"{'__v':0,'communityId':'57c052ea2057905c29008319','type':'View','__t':'KContribution','docShared':[],'createdBy':'','docId':'','_groupMembers':[],'authors':['57c067ec2057905c290083c9'],'permission':'public','status':'active','modified':'2018-08-10T01:22:1",project setup,createViewInKF,post,t3
287,{'window.projectHasCreated':false},project setup,getCommunityObject,pre,t3
288,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce8c4554fb5662cc31e7e'}",project setup,project_view_add,pre,t3
289,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':166,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",project setup,project_view_add,pre,t3
290,'window.projectHasCreated is false',project setup,project_view_add,if,t3
291,{'API':'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319'},project setup,project_view_add,pre,t3
292,"{'database':'localdb','token':'20171029163219826664','title':'','viewid':'5b6ce8c4554fb5662cc31e7e','authorid':'57c067ec2057905c290083c9','vcreatetime':'2018-08-10T01:22:11.274Z'}",project setup,project_view_add,pre,t3
293,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce8c4554fb5662cc31e7e'}",project setup,project_view_add,pre,t3
294,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',project setup,getCommunityObject,post,t3
295,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':166,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",project setup,getCommunityObject,post,t3
296,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=129}]','obj':[{'GENERATED_KEY':129}]}",project setup,project_view_add,post,t3
297,'request success',project setup,project_view_add,post,t3
298,{'window.projectHasCreated':false},project setup,createProjectInITM3,pre,t3
299,{'API':'/WSG/view/add'},project setup,project_view_add,pre,t3
300,{'API':'/WSG/project/add'},project setup,createProjectInITM3,pre,t3
301,'request success',project setup,project_view_add,post,t3
302,"{'database':'localdb','token':'20171029163219826664','projectid':28,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",project setup,add_project_author,pre,t3
303,"{'projectId':28,'authorId':'57c067ec2057905c290083c9'}",project setup,add_project_author,pre,t3
304,'request success',project setup,createProjectInITM3,post,t3
305,{'API':'/WSG/project/member/add/byauthor'},project setup,add_project_author,pre,t3
306,"{'database':'localdb','token':'20171029163219826664','projectid':28,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",project setup,add_project_author,pre,t3
307,"{'projectId':28,'authorId':'57c067ec2057905c290083c9'}",project setup,add_project_author,pre,t3
308,{'API':'/WSG/project/member/add/byauthor'},project setup,add_project_author,pre,t3
309,{'project_id':28},project setup,create_a_public_wondering_area,pre,t3
310,"{'database':'localdb','token':'20171029163219826664','logo':'','wname':'Open area','authorid':'57c067ec2057905c290083c9','wcreatetime':'2018-08-10T01:22:11.805Z','wstatus':'accepted','keywords':'','overarchingquestions':'','whyimportant':''}",project setup,create_a_public_wondering_area,pre,t3
311,"{'window.createProject':true,'window.createViewInKF':true,'window.createdViewId':'5b6ce8c4554fb5662cc31e7e'}",project setup,project_view_add,pre,t3
312,"{'database':'localdb','token':'20171029163219826664','pid':28,'kf_view_id':'5b6ce8c4554fb5662cc31e7e'}",project setup,project_view_add,pre,t3
313,{'API':'/WSG/project/view/add'},project setup,project_view_add,pre,t3
314,"{'window.createProject':true,'window.projectHasCreated':true,'window.createdProjectId':28}",project setup,project_view_add,post,t3
315,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=28}]','obj':[{'GENERATED_KEY':28}]}",project setup,project_view_add,post,t3
316,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=43}]','obj':[{'GENERATED_KEY':43}]}",project setup,project_view_add,post,t3
317,"{'database':'localdb','token':'20171029163219826664','pid':28,'areaid':43}",project setup,project_wondering,pre,t3
318,"{'project_id':28,'wid':43}",project setup,project_wondering,pre,t3
319,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,creat_a_public_thread,pre,t3
320,"{'database':'localdb','token':'20171029163219826664','thread_focus':'Open talk','authorid':'57c067ec2057905c290083c9','createtime':'2018-08-10T01:22:12.576Z','keywords':'','resource':''}",project setup,creat_a_public_thread,pre,t3
321,"{'pid':28,'wid':43}",project setup,creat_a_public_thread,pre,t3
322,'/WSG/wondering_area/add',project setup,project_view_add,post,t3
323,'request success',project setup,creat_a_public_thread,post,t3
324,"{'code':'failure','desc':'Operation fails:[database]:localdb
[query]:insert into project_wondering_area(project_id,area_id) values(28,43)','obj':null}",project setup,creat_a_public_thread,post,t3
325,'/WSG/project/wondering/add',project setup,creat_a_public_thread,post,t3
326,'/WSG/thread/add',project setup,creat_a_public_thread,post,t3
327,"{'database':'localdb','token':'20171029163219826664','projectid':28,'authorid':'57c067ec2057905c290083c9','threadid':104,'keywords':''}",project setup,thread_project,pre,t3
328,"{'tid':104,'pid':28}",project setup,thread_project,pre,t3
329,"{'database':'localdb','token':'20171029163219826664','threadid':104,'areaid':43}",project setup,thread_wondering,pre,t3
330,'/WSG/thread/wondering/add',project setup,thread_wondering,post,t3
331,"{'tid':104,'vid':'5b6ce8c4554fb5662cc31e7e'}",project setup,thread_view,pre,t3
332,"{'tid':104,'wid':43}",project setup,thread_wondering,pre,t3
333,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=104}]','obj':[{'GENERATED_KEY':104}]}",project setup,creat_a_public_thread,post,t3
334,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=87}]','obj':[{'GENERATED_KEY':87}]}",project setup,thread_view,post,t3
335,'/WSG/project/thread/add',project setup,thread_view,post,t3
336,'/WSG/thread_view/add',project setup,thread_view,post,t3
337,"{'database':'localdb','token':'20171029163219826664','tid':104,'vid':'5b6ce8c4554fb5662cc31e7e'}",project setup,thread_view,pre,t3
338,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=69}]','obj':[{'GENERATED_KEY':69}]}",project setup,thread_view,post,t3
339,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",openedit,initPage,pre,t3
340,"'[null,null,null,{'id':3,'access_code_read_only':'V','access_code_read_write':'S','access_code_manage':'T','title':'5G Environment','logo':'/IFS/resources/data/201711071511579201711010924317eco.jpeg','goal':'Why pollution','school_year_from':'2013/1','sch",openedit,initPage,pre,t3
341,'HTML DOM operation',openedit,initPage,post,t3
342,"{'grade':[{'id':1,'title':'k'},{'id':2,'title':'1'},{'id':3,'title':'2'},{'id':4,'title':'3'},{'id':5,'title':'4'},{'id':6,'title':'5'},{'id':7,'title':'6'},{'id':8,'title':'7'},{'id':9,'title':'8'},{'id':10,'title':'9'},{'id':11,'title':'10'},{'id':12,'t",project setup,initGrades,pre,t4
343,'HTML DOM Operation',project setup,initGrades,post,t4
344,"[{'id':1,'name':'Language Arts ','parent_id':0,'reference':null},{'id':2,'name':'Writing','parent_id':1,'reference':null},{'id':3,'name':'Reading ','parent_id':1,'reference':null},{'id':4,'name':'Speaking and Listening','parent_id':1,'reference':null},{'i",project setup,initArea,pre,t4
345,'HTML DOM Operation',project setup,initArea,post,t4
346,'HTML DOM Operation',project setup,initGrades,post,t4
347,¨¤?±ì?,project setup,initGrades,pre,t4
348,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t4
349,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t4
350,"{'cid':'57c052ea2057905c29008319','title':'Test's ','aid':'57c067ec2057905c290083c9','window.projectHasCreated':false}",project setup,createViewInKF,pre,t4
351,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'-1','input1':'V'}",project setup,createViewInKF,pre,t4
352,"{'__v':0,'communityId':'57c052ea2057905c29008319','type':'View','__t':'KContribution','docShared':[],'createdBy':'','docId':'','_groupMembers':[],'authors':['57c067ec2057905c290083c9'],'permission':'public','status':'active','modified':'2018-08-10T01:23:0",project setup,createViewInKF,post,t4
353,"{'window.createViewInKF':true,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",project setup,createViewInKF,post,t4
354,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',project setup,createViewInKF,post,t4
355,{'window.projectHasCreated':false},project setup,getCommunityObject,pre,t4
356,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':167,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",project setup,getCommunityObject,post,t4
357,'window.projectHasCreated is false',project setup,project_view_add,if,t4
358,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',project setup,getCommunityObject,post,t4
359,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",project setup,project_view_add,pre,t4
360,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':167,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",project setup,project_view_add,pre,t4
361,{'API':'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319'},project setup,project_view_add,pre,t4
362,'request success',project setup,project_view_add,post,t4
363,"{'database':'localdb','token':'20171029163219826664','title':'Test's ','viewid':'5b6ce8fa554fb5662cc31e80','authorid':'57c067ec2057905c290083c9','vcreatetime':'2018-08-10T01:23:05.988Z'}",project setup,project_view_add,pre,t4
364,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",project setup,project_view_add,pre,t4
365,{'API':'/WSG/view/add'},project setup,project_view_add,pre,t4
366,'request success',project setup,project_view_add,post,t4
367,{'API':'/WSG/project/add'},project setup,createProjectInITM3,pre,t4
368,{'window.projectHasCreated':false},project setup,createProjectInITM3,pre,t4
369,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=130}]','obj':[{'GENERATED_KEY':130}]}",project setup,project_view_add,post,t4
370,"{'database':'localdb','token':'20171029163219826664','projectid':29,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",project setup,add_project_author,pre,t4
371,'request success',project setup,createProjectInITM3,post,t4
372,"{'projectId':29,'authorId':'57c067ec2057905c290083c9'}",project setup,add_project_author,pre,t4
373,{'API':'/WSG/project/member/add/byauthor'},project setup,add_project_author,pre,t4
374,"{'database':'localdb','token':'20171029163219826664','projectid':29,'authorid':'57c067ec2057905c290083c9','usertype':'3','userrole':'teacher'}",project setup,add_project_author,pre,t4
375,{'project_id':29},project setup,create_a_public_wondering_area,pre,t4
376,"{'database':'localdb','token':'20171029163219826664','logo':'','wname':'Open area','authorid':'57c067ec2057905c290083c9','wcreatetime':'2018-08-10T01:23:06.351Z','wstatus':'accepted','keywords':'','overarchingquestions':'','whyimportant':''}",project setup,create_a_public_wondering_area,pre,t4
377,"{'projectId':29,'authorId':'57c067ec2057905c290083c9'}",project setup,add_project_author,pre,t4
378,{'API':'/WSG/project/member/add/byauthor'},project setup,add_project_author,pre,t4
379,"{'window.createProject':true,'window.createViewInKF':true,'window.createdViewId':'5b6ce8fa554fb5662cc31e80'}",project setup,project_view_add,pre,t4
380,"{'database':'localdb','token':'20171029163219826664','pid':29,'kf_view_id':'5b6ce8fa554fb5662cc31e80'}",project setup,project_view_add,pre,t4
381,{'API':'/WSG/project/view/add'},project setup,project_view_add,pre,t4
382,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=29}]','obj':[{'GENERATED_KEY':29}]}",project setup,project_view_add,post,t4
383,"{'window.createProject':true,'window.projectHasCreated':true,'window.createdProjectId':29}",project setup,project_view_add,post,t4
384,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=44}]','obj':[{'GENERATED_KEY':44}]}",project setup,project_view_add,post,t4
385,'/WSG/wondering_area/add',project setup,project_view_add,post,t4
386,"{'database':'localdb','token':'20171029163219826664','pid':29,'areaid':44}",project setup,project_wondering,pre,t4
387,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,creat_a_public_thread,pre,t4
388,"{'database':'localdb','token':'20171029163219826664','thread_focus':'Open talk','authorid':'57c067ec2057905c290083c9','createtime':'2018-08-10T01:23:06.785Z','keywords':'','resource':''}",project setup,creat_a_public_thread,pre,t4
389,"{'project_id':29,'wid':44}",project setup,project_wondering,pre,t4
390,"{'pid':29,'wid':44}",project setup,creat_a_public_thread,pre,t4
391,'request success',project setup,creat_a_public_thread,post,t4
392,"{'code':'failure','desc':'Operation fails:[database]:localdb
[query]:insert into project_wondering_area(project_id,area_id) values(29,44)','obj':null}",project setup,creat_a_public_thread,post,t4
393,'/WSG/project/wondering/add',project setup,creat_a_public_thread,post,t4
394,'/WSG/thread/add',project setup,creat_a_public_thread,post,t4
395,"{'database':'localdb','token':'20171029163219826664','threadid':105,'areaid':44}",project setup,thread_wondering,pre,t4
396,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=105}]','obj':[{'GENERATED_KEY':105}]}",project setup,creat_a_public_thread,post,t4
397,"{'tid':105,'pid':29}",project setup,thread_project,pre,t4
398,'/WSG/thread/wondering/add',project setup,thread_wondering,post,t4
399,"{'database':'localdb','token':'20171029163219826664','projectid':29,'authorid':'57c067ec2057905c290083c9','threadid':105,'keywords':''}",project setup,thread_project,pre,t4
400,"{'tid':105,'vid':'5b6ce8fa554fb5662cc31e80'}",project setup,thread_view,pre,t4
401,"{'database':'localdb','token':'20171029163219826664','tid':105,'vid':'5b6ce8fa554fb5662cc31e80'}",project setup,thread_view,pre,t4
402,"{'tid':105,'wid':44}",project setup,thread_wondering,pre,t4
403,'/WSG/project/thread/add',project setup,thread_view,post,t4
404,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=88}]','obj':[{'GENERATED_KEY':88}]}",project setup,thread_view,post,t4
405,"{'code':'success','desc':'Record have been updated.[id]=[{GENERATED_KEY=70}]','obj':[{'GENERATED_KEY':70}]}",project setup,thread_view,post,t4
406,'/WSG/thread_view/add',project setup,thread_view,post,t4
407,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",openedit,initPage,pre,t4
408,"'[null,null,null,{'id':3,'access_code_read_only':'V','access_code_read_write':'S','access_code_manage':'T','title':'5G Environment','logo':'/IFS/resources/data/201711071511579201711010924317eco.jpeg','goal':'Why pollution','school_year_from':'2013/1','sch",openedit,initPage,pre,t4
409,'HTML DOM operation',openedit,initPage,post,t4
410,"[{'id':1,'name':'Language Arts ','parent_id':0,'reference':null},{'id':2,'name':'Writing','parent_id':1,'reference':null},{'id':3,'name':'Reading ','parent_id':1,'reference':null},{'id':4,'name':'Speaking and Listening','parent_id':1,'reference':null},{'i",project setup,initArea,pre,t5
411,'HTML DOM Operation',project setup,initArea,post,t5
412,"{'grade':[{'id':1,'title':'k'},{'id':2,'title':'1'},{'id':3,'title':'2'},{'id':4,'title':'3'},{'id':5,'title':'4'},{'id':6,'title':'5'},{'id':7,'title':'6'},{'id':8,'title':'7'},{'id':9,'title':'8'},{'id':10,'title':'9'},{'id':11,'title':'10'},{'id':12,'t",project setup,initGrades,pre,t5
413,'HTML DOM Operation',project setup,initGrades,post,t5
414,¨¤?±ì?,project setup,initGrades,pre,t5
415,'HTML DOM Operation',project setup,initGrades,post,t5
416,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t5
417,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t5
418,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'-1','input1':'V'}",project setup,createViewInKF,pre,t5
419,"{'window.createViewInKF':true,'window.createdViewId':'5b6ce914554fb5662cc31e82'}",project setup,createViewInKF,post,t5
420,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',project setup,createViewInKF,post,t5
421,{'window.projectHasCreated':false},project setup,getCommunityObject,pre,t5
422,'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319',project setup,getCommunityObject,post,t5
423,'window.projectHasCreated is false',project setup,project_view_add,if,t5
424,{'API':'https://kf6.ikit.org/api/communities/57c052ea2057905c29008319'},project setup,project_view_add,pre,t5
425,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':168,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",project setup,project_view_add,pre,t5
426,"{'_id':'57c052ea2057905c29008319','title':'Guilderland Elementary School','__v':168,'rootContextId':'57c052ea2057905c2900831b','promisingcolorobjs':[],'views':['5ab57827366697281ffb110a','5ace504da92f2736157a464e','5acf98a8a92f2736157a97f5','5acf99c3a92f2",project setup,getCommunityObject,post,t5
427,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce914554fb5662cc31e82'}",project setup,project_view_add,pre,t5
428,'request success',project setup,project_view_add,post,t5
429,{'API':'/WSG/view/add'},project setup,project_view_add,pre,t5
430,"{'window.projectHasCreated':false,'window.createdViewId':'5b6ce914554fb5662cc31e82'}",project setup,project_view_add,pre,t5
431,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t6
432,"{'localdb':'localdb','token':'20171029163219826664','community':'Guilderland Elementary School','c_id':'57c052ea2057905c29008319','type':'3','urname':'itm','id':'57c067ec2057905c290083c9','itmdb':'itm3','domain':'null','school':'Guilderland Elementary Sch",project setup,createViewInKF,pre,t6
433,"{'cid':'57c052ea2057905c29008319','title':'Tst','aid':'57c067ec2057905c290083c9','window.projectHasCreated':false}",project setup,createViewInKF,pre,t6
434,"{'window.createProject':false,'window.createViewInKF':true,'window.createdProjectId':-1,'window.createdViewId':'5b6ce914554fb5662cc31e82','input1':'V'}",project setup,createViewInKF,pre,t6
